village_name,location_code,area_ha,population,households,primary_school,middle_school,secondary_school,senior_secondary_school,chc,phc,phs,hospital_allopathic,dispensary,medicine_shop,tap_water,well_water,hand_pump,tube_well,river_canal,pond_lake,community_toilet_bath,community_toilet,mobile_coverage,internet_csc,bus_service,railway_station,auto,taxi,national_highway,state_highway,major_district_road,other_district_road,pucca_roads,kutcha_roads,footpaths,bank,atm,agricultural_credit_society,pds_shop,icds,anganwadi,asha,electricity_domestic,electricity_agricultural,electricity_commercial,electricity_all_uses,forest_ha,non_agricultural_ha,barren_uncultivable_ha,pasture_ha,culturable_waste_ha,fallow_ha,current_fallow_ha,net_area_sown_ha,irrigated_ha,unirrigated_ha,primary_school_score,middle_school_score,secondary_school_score,senior_secondary_school_score,phs_score,phc_score,hospital_allopathic_score,tap_water_score,tube_well_score,mobile_coverage_score,internet_csc_score,bus_service_score,pucca_roads_score,bank_score,pds_shop_score,anganwadi_score,asha_score,electricity_all_uses_score,amenity_score,space_per_person,capacity_score,railway_station_score,auto_score,taxi_score,national_highway_score,state_highway_score,major_district_road_score,other_district_road_score,footpaths_score,accessibility_score,non_agri_ratio,barren_ratio,forest_ratio,usable_land_ratio,environment_raw,environment_score,relocation_score,relocation_score_100,rank,slope_mean,censuscode2011_x,flood_risk,flood_class,censuscode2011_y,landslide_risk,slope_risk,safety_score,final_relocation_score,final_relocation_score_100,final_rank,hub_distance_km
Rowmari No.3,291742,49.6,104,20,1,a,,c,,,1.0,,,0.0,No,No,Yes,Yes,No,No,No,No,Yes,c,b,c,b,Yes,b,c,b,Yes,b,Yes,Yes,a,c,c,Yes,c,Yes,b,Yes,No,No,No,0.0,7.8,4.4,0.0,0.0,1.3,0.0,32.8,0.0,32.8,1.0,0.75,0.0,0.25,1.0,0.0,0.0,0.0,1.0,1.0,0.25,0.5,0.5,0.75,1.0,1.0,0.5,0.0,0.5277777777777778,0.4769230769230769,0.2398521320991754,0.25,0.5,1.0,0.5,0.25,0.5,1.0,1.0,0.6,0.157258064516129,0.0887096774193548,0.0,0.0262096774193548,0.486491935483871,0.3642990074441687,0.444767278958072,44.47672789580721,977,1.0,291742,0.25,Low (5-8),291742.0,0.356,0.285843074510848,0.7110313850978304,0.5190204381805513,51.902043818055134,1041,20.358
Tamulbari T.E.43/46 Nlr,291319,96.0,777,149,1,a,a,a,,,,,,1.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,c,b,b,b,b,b,b,b,Yes,a,Yes,Yes,c,c,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,4.7,0.0,0.0,2.0,2.4,1.5,82.3,0.0,82.3,1.0,0.75,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.5,0.75,0.25,1.0,1.0,1.0,0.0,0.5555555555555556,0.1235521235521235,0.2314938178275891,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.625,0.0489583333333333,0.0,0.0,0.0614583333333333,0.5307291666666667,0.4205504317111461,0.4683724296880154,46.83724296880154,790,1.0,291319,0.25,Low (5-8),291319.0,0.581,0.0967094959364534,0.6813581008127093,0.518499259538653,51.849925953865295,1042,14.245
Tiyoki Block (Kanowar Gaon),292328,91.8,131,26,1,a,b,b,,,,,,0.0,No,No,No,Yes,No,No,No,No,Yes,b,b,b,b,b,c,b,c,Yes,b,Yes,Yes,c,b,c,a,b,Yes,a,Yes,No,No,No,0.0,14.7,0.0,0.0,1.4,0.0,19.5,55.2,0.0,55.2,1.0,0.75,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.25,0.75,1.0,0.75,0.0,0.5,0.7007633587786259,0.1880037888504049,0.5,0.5,0.5,0.25,0.5,0.25,1.0,1.0,0.55,0.1601307189542483,0.0,0.0,0.2276688453159041,0.6138344226579521,0.5262258749653709,0.4422461222056754,44.224612220567536,1001,1.0,292328,0.0,Not listed,292328.0,0.853,0.188967315114108,0.7063065369771784,0.5184574432482782,51.84574432482783,1043,51.229
Dihing Erasuti N.C.,291666,29.6,121,20,a,a,a,c,,,,,,0.0,No,No,Yes,No,No,No,No,No,a,c,a,c,a,a,c,a,a,Yes,b,Yes,Yes,a,c,a,Yes,c,a,a,Yes,No,No,No,0.0,3.0,0.4,0.0,0.0,0.0,0.0,26.1,0.0,26.1,0.75,0.75,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.75,0.5,0.75,1.0,0.75,0.75,0.0,0.4444444444444444,0.2446280991735537,0.1200719242530256,0.25,0.75,0.75,0.25,0.75,0.75,1.0,1.0,0.675,0.1013513513513513,0.0135135135135135,0.0,0.0,0.4959459459459459,0.3763205906063049,0.4188932102956285,41.88932102956285,1134,1.0,291666,0.0,Not listed,291666.0,0.742,0.177767659268159,0.7418464681463682,0.5182046569127494,51.82046569127494,1044,36.686
Hatigadhoi,291413,271.6,590,132,1,a,b,b,,,1.0,,,0.0,Yes,Yes,Yes,No,No,No,No,No,Yes,b,b,b,a,a,a,Yes,c,Yes,b,Yes,Yes,c,b,c,a,b,Yes,Yes,Yes,No,No,No,0.0,52.0,0.0,15.5,2.0,27.0,0.0,132.0,0.0,132.0,1.0,0.75,0.5,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5,0.25,0.75,1.0,1.0,0.0,0.5694444444444444,0.4603389830508475,0.2394598670667179,0.5,0.75,0.75,0.75,1.0,0.25,1.0,1.0,0.7,0.1914580265095729,0.0,0.0,0.1067746686303387,0.5533873343151694,0.4493622304478606,0.5020985239673628,50.209852396736274,483,1.0,291413,0.25,Low (5-8),291413.0,0.721,0.15824984525798,0.627050030948404,0.5180893137132201,51.80893137132201,1045,19.882
Dhemechi Gaon,291932,146.0,681,143,1,1,a,b,,,,,,0.0,No,Yes,Yes,Yes,No,No,No,No,Yes,c,Yes,c,b,b,c,a,Yes,Yes,b,Yes,Yes,c,b,c,a,c,Yes,Yes,Yes,No,No,No,0.0,35.5,5.0,0.0,3.8,2.8,2.6,70.7,0.0,70.7,1.0,1.0,0.75,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.25,1.0,0.5,0.25,0.75,1.0,1.0,0.0,0.5555555555555556,0.2143906020558003,0.1764995712143853,0.25,0.5,0.5,0.25,0.75,1.0,1.0,1.0,0.675,0.2431506849315068,0.0342465753424657,0.0,0.0630136986301369,0.5212328767123288,0.4084750865572784,0.4672087990039409,46.72087990039409,801,1.0,291932,0.5,Moderate (9-12),291932.0,0.067,0.179622351053566,0.6939755297892868,0.5179863677029029,51.79863677029029,1046,35.813
Dulia Gaon,291144,187.4,872,189,1,a,a,a,,,,,,1.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,c,a,c,Yes,Yes,a,a,a,Yes,a,Yes,Yes,c,a,c,a,c,Yes,Yes,Yes,No,No,No,0.0,85.2,0.0,15.4,0.0,0.0,0.0,81.8,0.0,81.8,1.0,0.75,0.75,0.75,0.0,0.0,0.0,1.0,1.0,1.0,0.25,0.75,0.75,0.25,0.75,1.0,1.0,0.0,0.6111111111111112,0.2149082568807339,0.233654672492392,0.25,1.0,1.0,0.75,0.75,0.75,1.0,1.0,0.8,0.4546424759871931,0.0,0.0,0.0,0.5,0.3814756671899529,0.5274865793388663,52.74865793388663,289,1.0,291144,0.5,Moderate (9-12),291144.0,0.399,0.123187255392556,0.6056625489214887,0.5179000377701864,51.79000377701865,1047,7.91
Bamunbari No.2 Darkhastor,292104,12.0,112,22,b,a,a,b,,,,,,0.0,No,Yes,Yes,No,No,No,No,No,c,b,b,c,c,c,c,b,a,Yes,a,a,Yes,a,c,b,a,c,a,a,No,No,No,No,0.0,3.6,0.0,0.0,0.0,0.0,0.0,5.1,0.0,5.1,0.5,0.75,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.0,0.4166666666666667,0.1071428571428571,0.0025342594330767,0.25,0.25,0.25,0.25,0.5,0.75,1.0,1.0,0.55,0.3,0.0,0.0,0.0,0.5,0.3814756671899529,0.3460953649629265,34.60953649629265,1303,1.0,292104,0.0,Not listed,292104.0,0.337,0.119880964232676,0.8749238071534648,0.517824437798148,51.7824437798148,1048,30.187
Garguri Choudang No.2,292149,125.4,478,98,1,a,b,b,,,,,,0.0,No,Yes,Yes,No,No,No,No,No,Yes,b,b,c,b,b,c,c,c,Yes,b,Yes,Yes,c,b,b,a,Yes,Yes,Yes,Yes,No,No,No,0.0,15.7,0.0,0.0,0.0,0.0,0.0,100.7,0.0,100.7,1.0,0.75,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.25,0.75,1.0,1.0,0.0,0.4583333333333333,0.2623430962343096,0.1776337957810255,0.25,0.5,0.5,0.25,0.25,0.25,1.0,1.0,0.5,0.1251993620414672,0.0,0.0,0.0,0.5,0.3814756671899529,0.3852869157165803,38.52869157165803,1256,1.0,292149,0.0,Not listed,292149.0,0.622,0.115050960323736,0.7903898079352528,0.5177857221978505,51.77857221978505,1049,42.627
Betanibam Habi Gaon,292368,48.0,730,134,1,a,a,b,,,,,,0.0,No,No,Yes,Yes,No,No,Yes,No,Yes,a,b,b,b,b,c,c,c,Yes,b,Yes,Yes,b,b,b,a,b,Yes,Yes,Yes,No,No,Yes,0.0,5.0,3.0,0.0,3.0,0.0,0.0,27.0,0.0,27.0,1.0,0.75,0.75,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.5,0.5,0.5,0.75,1.0,1.0,1.0,0.6111111111111112,0.0657534246575342,0.1729838429710624,0.5,0.5,0.5,0.25,0.25,0.25,1.0,1.0,0.525,0.1041666666666666,0.0625,0.0,0.0625,0.5125,0.3973704866562009,0.4329978358517836,43.29978358517836,1058,1.0,292368,0.0,Not listed,292368.0,0.667,0.128091601499154,0.7742816797001693,0.5175642056212635,51.75642056212635,1050,44.501
Bez Gaon,291850,68.8,329,66,1,c,b,b,,,,,,0.0,No,No,Yes,Yes,Yes,No,No,No,c,c,c,c,b,b,b,Yes,a,Yes,b,Yes,Yes,b,c,c,Yes,c,Yes,a,Yes,No,No,No,0.0,6.8,3.2,0.0,0.5,1.0,0.9,50.2,0.0,50.2,1.0,0.25,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.25,0.25,0.25,0.5,0.5,1.0,1.0,0.75,0.0,0.4305555555555556,0.2091185410334346,0.2335177278337174,0.25,0.5,0.5,0.5,1.0,0.75,1.0,1.0,0.625,0.0988372093023255,0.0465116279069767,0.0,0.0348837209302325,0.5034883720930232,0.3859114307619291,0.4307006069997041,43.070060699970405,1072,1.0,291850,0.5,Moderate (9-12),291850.0,0.145,0.0824777550953974,0.6900044489809205,0.517267926165087,51.726792616508696,1051,29.978
Chahari Kata No.2,291631,96.0,391,71,1,b,a,c,,,,,,0.0,No,No,No,Yes,No,No,No,No,c,c,c,c,b,c,c,c,b,Yes,b,Yes,Yes,c,c,c,a,Yes,Yes,b,No,No,No,No,0.0,38.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,34.0,1.0,0.5,0.75,0.25,0.0,0.0,0.0,0.0,1.0,0.25,0.25,0.25,0.5,0.25,0.75,1.0,0.5,0.0,0.4027777777777778,0.2455242966751918,0.1200931220914349,0.25,0.5,0.25,0.25,0.25,0.5,1.0,1.0,0.475,0.3958333333333333,0.0,0.0,0.0,0.5,0.3814756671899529,0.3495128584052938,34.95128584052938,1299,1.0,291631,0.0,Not listed,291631.0,0.489,0.0787276821194679,0.8375544635761064,0.5172664160317942,51.726641603179424,1052,15.329
Sealkati T.E. 206/253 Nlr,291461,342.2,444,95,1,b,a,b,,,1.0,,,0.0,No,Yes,No,Yes,No,No,No,No,Yes,b,b,b,b,b,b,b,b,Yes,b,Yes,Yes,b,b,c,a,Yes,b,c,Yes,No,Yes,No,0.0,16.3,0.0,0.0,0.0,0.0,0.0,259.1,0.0,259.1,1.0,0.5,0.75,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.75,0.5,0.25,0.0,0.5138888888888888,0.7707207207207207,0.1325156393487536,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.6,0.0476329631794272,0.0,0.0,0.0,0.5,0.3814756671899529,0.4178962654974012,41.78962654974012,1142,1.0,291461,0.0,Not listed,291461.0,0.692,0.127462946924599,0.7669074106150802,0.5171132241617135,51.71132241617135,1053,23.776
Balijan Bangali,291389,46.6,400,93,1,a,b,b,,,,,,0.0,No,Yes,No,Yes,No,No,No,No,Yes,b,b,b,b,b,b,c,c,Yes,b,Yes,Yes,c,b,c,Yes,b,Yes,a,Yes,No,No,No,0.0,2.9,0.0,0.0,0.0,0.0,0.0,43.7,0.0,43.7,1.0,0.75,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.25,1.0,1.0,0.75,0.0,0.5138888888888888,0.1165,0.2313270133283274,0.5,0.5,0.5,0.5,0.25,0.25,1.0,1.0,0.55,0.0622317596566523,0.0,0.0,0.0,0.5,0.3814756671899529,0.4275991089922946,42.75991089922947,1096,1.0,291389,0.0,Not listed,291389.0,0.813,0.136464469437326,0.7288071061125347,0.5165759458555887,51.65759458555888,1054,25.514
Chakalia Gaon,292281,114.6,355,73,1,a,b,b,,,,,,0.0,No,No,No,Yes,No,No,No,No,Yes,b,b,b,Yes,Yes,c,b,a,Yes,a,Yes,Yes,c,b,c,a,b,Yes,a,Yes,No,No,No,0.0,16.5,12.0,0.0,0.0,0.0,0.0,76.7,0.0,76.7,1.0,0.75,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.75,0.25,0.75,1.0,0.75,0.0,0.5138888888888888,0.3228169014084507,0.1790641880190472,0.5,1.0,1.0,0.25,0.5,0.75,1.0,1.0,0.725,0.143979057591623,0.1047120418848167,0.0,0.0,0.468586387434555,0.3415305711491202,0.4590443834568081,45.90443834568081,869,1.0,292281,0.25,Low (5-8),292281.0,0.563,0.0908753405842043,0.6879249318831592,0.5161656054303935,51.61656054303935,1055,31.476
Tipamia Dighalia,292020,51.6,172,33,a,a,b,b,,,,,,0.0,No,Yes,Yes,No,No,No,No,No,Yes,c,b,c,b,b,c,a,a,Yes,b,Yes,Yes,b,c,b,a,a,a,a,Yes,No,No,No,0.0,7.5,0.0,0.0,0.0,0.0,0.0,41.1,0.0,41.1,0.75,0.75,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.5,0.5,0.5,0.75,0.75,0.75,0.0,0.4166666666666667,0.3,0.0642387835554721,0.25,0.5,0.5,0.25,0.75,0.75,1.0,1.0,0.6,0.1453488372093023,0.0,0.0,0.0,0.5,0.3814756671899529,0.3765214959935253,37.65214959935253,1275,1.0,292020,0.0,Not listed,292020.0,0.557,0.130199413885274,0.8068601172229453,0.5160250928565391,51.60250928565391,1056,33.22
Haladhi Bari Na-Gaon,291795,96.7,295,62,1,1,b,b,,,,,,0.0,No,Yes,Yes,Yes,No,No,No,No,Yes,b,b,b,b,b,b,Yes,a,Yes,b,Yes,Yes,a,c,c,a,b,Yes,a,Yes,No,No,No,0.0,35.2,0.0,0.0,12.1,0.0,0.0,20.1,0.0,20.1,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.75,0.75,1.0,0.75,0.0,0.5416666666666666,0.3277966101694915,0.1791819735087959,0.5,0.5,0.5,0.5,1.0,0.75,1.0,1.0,0.675,0.3640124095139607,0.0,0.0,0.125129265770424,0.5625646328852121,0.4610319507645554,0.4749185501967767,47.49185501967767,733,1.0,291795,0.5,Moderate (9-12),291795.0,0.172,0.155805798718714,0.6672388402562572,0.5158458220943851,51.58458220943851,1057,28.088
Dihing Kinar Bangali Block,292322,132.2,1187,200,1,b,b,b,,,,,,1.0,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,b,b,b,Yes,b,c,b,c,Yes,c,Yes,Yes,c,b,c,b,b,Yes,Yes,Yes,No,No,No,0.0,40.2,2.0,0.3,0.0,0.3,0.0,88.4,0.0,88.4,1.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.25,0.25,0.5,1.0,1.0,0.0,0.5277777777777778,0.1113732097725358,0.231205748907704,0.5,1.0,0.5,0.25,0.5,0.25,1.0,1.0,0.575,0.3040847201210288,0.0151285930408472,0.0,0.002269288956127,0.4965960665658094,0.3771472745970261,0.4376753365907757,43.76753365907757,1028,1.0,292322,0.0,Not listed,292322.0,0.827,0.187115731428804,0.7144768537142392,0.5151642699021756,51.51642699021755,1058,48.956
Manmow Block (Ratanpur),292323,81.4,131,22,1,b,b,b,,,,,,0.0,No,No,Yes,Yes,Yes,No,No,No,Yes,b,b,b,b,b,c,a,c,Yes,b,Yes,Yes,c,b,c,a,a,Yes,a,Yes,No,No,No,0.0,7.5,0.0,1.2,0.0,0.0,8.7,62.0,0.0,62.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.25,0.75,1.0,0.75,0.0,0.4861111111111111,0.6213740458015268,0.1861259864409597,0.5,0.5,0.5,0.25,0.75,0.25,1.0,1.0,0.575,0.0921375921375921,0.0,0.0,0.1068796068796068,0.5534398034398034,0.4494289494289494,0.4304450642738076,43.04450642738076,1074,1.0,292323,0.0,Not listed,292323.0,0.847,0.156489114399095,0.714602177120181,0.5147867098726547,51.478670987265474,1059,48.563
Nunpuria,291316,286.0,567,118,1,b,b,b,,,,,,1.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,c,b,b,a,a,b,b,b,Yes,a,Yes,Yes,c,c,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,48.0,0.0,0.0,3.0,50.0,2.0,153.0,0.0,153.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.25,0.5,0.75,0.25,1.0,1.0,1.0,0.0,0.5694444444444444,0.5044091710758377,0.29764512024696,0.5,0.75,0.75,0.5,0.5,0.5,1.0,1.0,0.675,0.1678321678321678,0.0,0.0,0.1923076923076923,0.5961538461538461,0.5037435092380148,0.5200210930204541,52.002109302045405,345,1.0,291316,0.5,Moderate (9-12),291316.0,0.531,0.0837429963809036,0.5739514007238193,0.5145533667369699,51.45533667369699,1060,12.398
Romai Bongali,291334,185.6,788,167,1,a,a,a,,,1.0,,,1.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,c,Yes,b,Yes,Yes,b,b,b,Yes,b,Yes,Yes,c,c,Yes,Yes,c,Yes,Yes,Yes,No,No,No,0.0,86.0,0.0,0.0,8.0,0.0,0.0,71.5,0.0,71.5,1.0,0.75,0.75,0.75,1.0,0.0,0.0,1.0,0.0,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,0.0,0.625,0.2355329949238578,0.2912853683800274,0.5,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.75,0.4633620689655172,0.0,0.0,0.043103448275862,0.521551724137931,0.4088805283386564,0.5358474477627382,53.584744776273816,248,1.0,291334,0.5,Moderate (9-12),291334.0,0.527,0.084939355973439,0.5749121288053122,0.5141182728679302,51.41182728679302,1061,17.328
Jaliabosti,291527,179.3,1430,288,1,2,a,b,,,,,,1.0,No,Yes,Yes,No,No,No,No,No,Yes,b,a,b,Yes,a,c,c,a,Yes,b,Yes,Yes,a,b,a,a,c,Yes,Yes,Yes,No,No,No,0.0,30.3,0.0,0.0,0.0,0.0,0.0,42.8,0.0,42.8,1.0,1.0,0.75,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.75,0.5,0.75,0.75,1.0,1.0,0.0,0.5277777777777778,0.1253846153846154,0.1743943047753823,0.5,1.0,0.75,0.25,0.25,0.75,1.0,1.0,0.675,0.1689905186837702,0.0,0.0,0.0,0.5,0.3814756671899529,0.4543381540762806,45.43381540762807,906,1.0,291527,0.0,Not listed,291527.0,0.923,0.142039251418295,0.694692149716341,0.5136967861588748,51.36967861588748,1062,48.093
Chetia Pather No.1,291669,35.3,138,29,a,b,b,c,,,,,,0.0,No,No,Yes,No,No,No,No,No,Yes,c,Yes,c,c,c,c,Yes,Yes,Yes,b,Yes,Yes,a,c,a,Yes,c,a,a,Yes,No,No,No,0.0,8.0,0.0,0.0,0.0,0.0,0.0,26.8,0.0,26.8,0.75,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.5,0.75,1.0,0.75,0.75,0.0,0.4444444444444444,0.2557971014492753,0.1203361056471951,0.25,0.25,0.25,0.25,1.0,1.0,1.0,1.0,0.65,0.226628895184136,0.0,0.0,0.0,0.5,0.3814756671899529,0.4124902709609005,41.24902709609005,1175,1.0,291669,0.0,Very Low (1-4),291669.0,0.748,0.173270844719576,0.7409458310560848,0.5136837089127256,51.36837089127256,1063,36.649
Lachan Gayan Miri Gaon,291749,34.0,322,51,1,a,c,c,,,,,,0.0,No,No,Yes,Yes,No,No,No,No,c,c,c,c,c,c,c,c,c,Yes,c,Yes,Yes,c,c,c,a,c,Yes,a,Yes,No,No,No,0.0,2.4,1.9,0.0,0.3,0.0,0.9,26.8,0.0,26.8,1.0,0.75,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.25,0.25,0.25,0.25,0.25,0.75,1.0,0.75,0.0,0.3888888888888889,0.1055900621118012,0.1739261024640674,0.25,0.25,0.25,0.25,0.25,0.25,1.0,1.0,0.4,0.0705882352941176,0.0558823529411764,0.0,0.0352941176470588,0.5008823529411764,0.3825976544463939,0.3372232787275179,33.72232787275179,1307,1.0,291749,0.0,Not listed,291749.0,0.461,0.148658645647448,0.8319682708705104,0.5136584821311801,51.365848213118014,1064,18.597
Mahmora Block No.2,292220,0.9,27,6,1,b,b,b,,,,,,0.0,No,No,Yes,No,No,No,No,No,Yes,b,Yes,c,c,b,c,b,Yes,b,a,Yes,c,c,b,c,a,c,Yes,a,Yes,No,No,No,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.75,0.25,0.75,1.0,0.75,0.0,0.4722222222222222,0.0333333333333333,0.1722170076966397,0.25,0.25,0.5,0.25,0.5,1.0,0.5,0.25,0.525,0.0,0.1111111111111111,0.0,0.0,0.4666666666666667,0.3390894819466248,0.3864277038690404,38.64277038690405,1255,1.0,292220,0.0,Not listed,292220.0,0.516,0.294119170326001,0.7863761659347999,0.5134681405900736,51.346814059007365,1065,45.461
Balijan No.2,292377,110.8,972,195,1,1,a,a,,,,,,1.0,Yes,Yes,Yes,No,No,No,No,No,Yes,a,a,a,Yes,Yes,c,a,c,Yes,b,Yes,Yes,b,a,b,a,a,Yes,Yes,Yes,No,No,No,2.7,7.1,3.6,0.0,0.0,2.4,2.0,53.5,0.0,53.5,1.0,1.0,0.75,0.75,0.0,0.0,0.0,1.0,0.0,1.0,0.75,0.75,0.5,0.5,0.75,1.0,1.0,0.0,0.5972222222222222,0.1139917695473251,0.2312676859326005,0.75,1.0,1.0,0.25,0.75,0.25,1.0,1.0,0.725,0.0640794223826714,0.0324909747292418,0.0243682310469314,0.03971119133574,0.5052346570397112,0.3881319814790676,0.5022488733345192,50.22488733345192,481,1.0,292377,0.25,Low (5-8),292377.0,0.738,0.113104849534126,0.6309790300931748,0.5134283307422802,51.342833074228025,1066,46.342
Rangajan No.1,291565,166.0,266,58,a,a,b,b,,,,,,0.0,No,No,Yes,No,Yes,No,No,No,Yes,b,Yes,b,b,Yes,Yes,c,Yes,Yes,b,Yes,Yes,b,b,b,a,c,c,b,Yes,Yes,No,No,0.0,40.0,0.0,5.0,0.0,0.0,0.0,66.0,0.0,66.0,0.75,0.75,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5,0.75,0.25,0.5,0.0,0.4166666666666667,0.6240601503759399,0.0719038068232341,0.5,0.5,1.0,1.0,0.25,1.0,1.0,1.0,0.775,0.2409638554216867,0.0,0.0,0.0,0.5,0.3814756671899529,0.4309377518104658,43.09377518104658,1071,1.0,291565,0.0,Very Low (1-4),291565.0,0.893,0.12029705695118,0.708040588609764,0.513413537228207,51.34135372282071,1067,48.648
Mahmora Alikiner,292217,354.0,1152,229,1,2,b,b,,,,,,1.0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,b,Yes,c,c,b,c,b,Yes,Yes,a,Yes,Yes,a,b,b,a,Yes,Yes,Yes,Yes,No,No,No,0.0,0.0,26.8,56.3,0.0,0.0,0.0,271.0,0.0,271.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.75,0.75,0.75,1.0,1.0,0.0,0.6527777777777778,0.3072916666666667,0.2358398254176835,0.25,0.25,0.5,0.25,0.5,1.0,1.0,1.0,0.65,0.0,0.0757062146892655,0.0,0.0,0.4772881355932203,0.3525955884309396,0.4876735184850532,48.76735184850533,615,1.0,292217,0.25,Low (5-8),292217.0,0.534,0.181372202594127,0.6785255594811745,0.5132595184115316,51.32595184115316,1068,44.854
Boragadhoi Gaon,291403,237.9,1389,282,4,2,1,c,,,1.0,,,1.0,No,Yes,Yes,Yes,No,No,No,No,Yes,c,c,c,c,Yes,c,Yes,c,Yes,b,Yes,Yes,c,a,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,10.5,0.0,20.6,0.0,0.0,0.0,155.7,0.0,155.7,1.0,1.0,1.0,0.25,1.0,0.0,0.0,0.0,1.0,1.0,0.25,0.25,0.5,0.25,1.0,1.0,1.0,0.0,0.5833333333333334,0.1712742980561555,0.2326225946226911,0.25,0.25,1.0,0.25,1.0,0.25,1.0,1.0,0.575,0.0441361916771752,0.0,0.0,0.0,0.5,0.3814756671899529,0.4527841154269967,45.27841154269967,923,1.0,291403,0.0,Not listed,291403.0,0.882,0.142198234484158,0.7069603531031684,0.5131611399754331,51.31611399754331,1069,30.975
Kerekoni No.1 (Kekuri No.1),291548,88.0,253,54,1,a,c,b,,,,,,0.0,No,Yes,Yes,Yes,No,No,No,No,Yes,c,Yes,c,b,Yes,c,c,Yes,Yes,b,Yes,Yes,a,a,b,a,c,Yes,b,Yes,Yes,No,No,0.0,28.0,0.0,2.0,0.0,0.0,0.0,48.0,0.0,48.0,1.0,0.75,0.25,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.25,1.0,0.5,0.75,0.75,1.0,0.5,0.0,0.5138888888888888,0.3478260869565217,0.1796557324866757,0.25,0.5,1.0,0.25,0.25,1.0,1.0,1.0,0.675,0.3181818181818182,0.0,0.0,0.0,0.5,0.3814756671899529,0.4521812887818817,45.218128878188175,929,1.0,291548,0.0,Not listed,291548.0,0.92,0.174138492373244,0.6891723015253512,0.5128042038103023,51.28042038103023,1070,52.934
Bormeslow Gaon,291813,73.0,90,19,a,a,b,c,,,,,,0.0,No,No,No,Yes,No,No,No,No,c,c,a,c,a,a,c,c,c,c,b,Yes,Yes,c,c,c,a,c,a,a,Yes,No,No,No,0.0,7.0,2.2,0.0,0.0,0.0,0.0,62.6,0.0,62.6,0.75,0.75,0.5,0.25,0.0,0.0,0.0,0.0,1.0,0.25,0.25,0.75,0.5,0.25,0.75,0.75,0.75,0.0,0.4166666666666667,0.8111111111111111,0.0763281396658532,0.25,0.75,0.75,0.25,0.25,0.25,0.25,1.0,0.5,0.0958904109589041,0.0301369863013698,0.0,0.0,0.490958904109589,0.3699791402335434,0.3472445296298386,34.72445296298387,1301,1.0,291813,0.0,Not listed,291813.0,0.453,0.09428202240124,0.845243595519752,0.5126763441593957,51.26763441593957,1071,21.755
